,duration,price,date,origination,destination,depart,arrive,mode
9,119,$56.00 ,10/24/19,Philadelphia,DC,4:31:00 PM,6:30:00 PM,train
10,220,$5.00 ,10/24/19,Philadelphia,DC,5:45:00 AM,9:25:00 AM,bus
11,175,$14.00 ,10/24/19,Philadelphia,DC,9:15:00 AM,12:10:00 PM,bus
12,195,$10.00 ,10/24/19,Philadelphia,DC,6:15:00 AM,9:30:00 AM,bus
13,175,$14.00 ,10/24/19,Philadelphia,DC,5:45:00 PM,8:40:00 PM,bus
14,115,$56.00 ,10/24/19,Philadelphia,DC,5:35:00 PM,7:30:00 PM,train
15,190,$14.00 ,10/24/19,Philadelphia,DC,8:00:00 PM,11:10:00 PM,bus
16,210,$14.00 ,10/24/19,Philadelphia,DC,10:05:00 AM,1:35:00 PM,bus
17,210,$14.00 ,10/24/19,Philadelphia,DC,11:30:00 AM,3:00:00 PM,bus
18,195,$19.99 ,10/24/19,Philadelphia,DC,4:15:00 AM,7:30:00 AM,bus
19,116,$99.00 ,10/24/19,Philadelphia,DC,4:54:00 PM,6:50:00 PM,train
20,210,$14.00 ,10/24/19,Philadelphia,DC,7:30:00 AM,11:00:00 AM,bus
21,220,$14.00 ,10/24/19,Philadelphia,DC,1:05:00 PM,4:45:00 PM,bus
22,215,$14.00 ,10/24/19,Philadelphia,DC,9:30:00 AM,1:05:00 PM,bus
23,195,$19.99 ,10/24/19,Philadelphia,DC,2:15:00 AM,5:30:00 AM,bus
24,119,$56.00 ,10/24/19,Philadelphia,DC,6:14:00 PM,8:13:00 PM,train
25,230,$14.00 ,10/24/19,Philadelphia,DC,3:00:00 PM,6:50:00 PM,bus
26,225,$14.00 ,10/24/19,Philadelphia,DC,9:50:00 PM,1:35:00 AM,bus
27,200,$25.00 ,10/24/19,Philadelphia,DC,6:45:00 AM,10:05:00 AM,bus
28,250,$14.00 ,10/24/19,Philadelphia,DC,3:45:00 PM,7:55:00 PM,bus
29,117,$56.00 ,10/24/19,Philadelphia,DC,7:56:00 PM,9:53:00 PM,train
30,120,$56.00 ,10/24/19,Philadelphia,DC,7:15:00 PM,9:15:00 PM,train
31,114,$62.00 ,10/24/19,Philadelphia,DC,8:54:00 AM,10:48:00 AM,train
32,117,$56.00 ,10/24/19,Philadelphia,DC,8:35:00 AM,10:32:00 AM,train
33,116,$56.00 ,10/24/19,Philadelphia,DC,12:02:00 PM,1:58:00 PM,train
34,122,$56.00 ,10/24/19,Philadelphia,DC,11:17:00 AM,1:19:00 PM,train
35,121,$79.00 ,10/24/19,Philadelphia,DC,3:55:00 PM,5:56:00 PM,train
36,125,$56.00 ,10/24/19,Philadelphia,DC,2:17:00 PM,4:22:00 PM,train
37,116,$56.00 ,10/24/19,Philadelphia,DC,9:46:00 AM,11:42:00 AM,train
38,127,$56.00 ,10/24/19,Philadelphia,DC,1:03:00 PM,3:10:00 PM,train
39,111,$62.00 ,10/24/19,Philadelphia,DC,7:33:00 AM,9:24:00 AM,train
40,127,$56.00 ,10/24/19,Philadelphia,DC,6:49:00 AM,8:56:00 AM,train
41,118,$56.00 ,10/24/19,Philadelphia,DC,9:16:00 PM,11:14:00 PM,train
42,110,$56.00 ,10/24/19,Philadelphia,DC,3:30:00 PM,5:20:00 PM,train
43,109,$56.00 ,10/24/19,Philadelphia,DC,8:19:00 PM,10:08:00 PM,train
44,120,$56.00 ,10/24/19,Philadelphia,DC,5:00:00 AM,7:00:00 AM,train
45,115,$56.00 ,10/24/19,Philadelphia,DC,10:40:00 PM,12:35:00 AM,train
46,129,$56.00 ,10/24/19,Philadelphia,DC,11:39:00 PM,1:48:00 AM,train
47,120,$99.00 ,10/24/19,Philadelphia,DC,12:35:00 PM,2:35:00 PM,train
48,107,$131.00 ,10/24/19,Philadelphia,DC,2:13:00 PM,4:00:00 PM,train
49,106,$153.00 ,10/24/19,Philadelphia,DC,5:14:00 PM,7:00:00 PM,train
50,106,$153.00 ,10/24/19,Philadelphia,DC,4:18:00 PM,6:04:00 PM,train
51,107,$131.00 ,10/24/19,Philadelphia,DC,8:17:00 PM,10:04:00 PM,train
52,105,$131.00 ,10/24/19,Philadelphia,DC,11:15:00 AM,1:00:00 PM,train
53,103,$131.00 ,10/24/19,Philadelphia,DC,12:30:00 PM,2:13:00 PM,train
54,99,$131.00 ,10/24/19,Philadelphia,DC,8:20:00 AM,9:59:00 AM,train
55,105,$224.00 ,10/24/19,Philadelphia,DC,6:13:00 PM,7:58:00 PM,train
56,101,$131.00 ,10/24/19,Philadelphia,DC,7:20:00 AM,9:01:00 AM,train
57,101,$131.00 ,10/24/19,Philadelphia,DC,1:16:00 PM,2:57:00 PM,train
58,100,$131.00 ,10/24/19,Philadelphia,DC,9:16:00 AM,10:56:00 AM,train
59,104,$176.00 ,10/24/19,Philadelphia,DC,3:14:00 PM,4:58:00 PM,train
60,104,$153.00 ,10/24/19,Philadelphia,DC,10:15:00 AM,11:59:00 AM,train
61,104,$176.00 ,10/24/19,Philadelphia,DC,7:14:00 PM,8:58:00 PM,train
62,99,$131.00 ,10/24/19,Philadelphia,DC,10:20:00 PM,11:59:00 PM,train
63,102,$131.00 ,10/24/19,Philadelphia,DC,9:33:00 PM,11:15:00 PM,train
64,180,$15.00 ,11/3/19,DC,Philadelphia,12:30:00 PM,3:30:00 PM,bus
65,170,$15.00 ,11/3/19,DC,Philadelphia,6:00:00 PM,8:50:00 PM,bus
66,185,$15.00 ,11/3/19,DC,Philadelphia,9:35:00 AM,12:40:00 PM,bus
67,200,$15.00 ,11/3/19,DC,Philadelphia,3:00:00 PM,6:20:00 PM,bus
68,107,$50.00 ,11/3/19,DC,Philadelphia,7:30:00 AM,9:17:00 AM,train
69,205,$15.00 ,11/3/19,DC,Philadelphia,10:30:00 AM,1:55:00 PM,bus
70,175,$25.00 ,11/3/19,DC,Philadelphia,9:15:00 AM,12:10:00 PM,bus
71,205,$15.00 ,11/3/19,DC,Philadelphia,7:30:00 AM,10:55:00 AM,bus
72,205,$15.00 ,11/3/19,DC,Philadelphia,5:55:00 PM,9:20:00 PM,bus
73,115,$50.00 ,11/3/19,DC,Philadelphia,10:20:00 AM,12:15:00 PM,train
74,175,$25.00 ,11/3/19,DC,Philadelphia,12:30:00 PM,3:25:00 PM,bus
75,175,$25.00 ,11/3/19,DC,Philadelphia,2:30:00 PM,5:25:00 PM,bus
76,175,$25.00 ,11/3/19,DC,Philadelphia,7:15:00 AM,10:10:00 AM,bus
77,210,$15.00 ,11/3/19,DC,Philadelphia,8:35:00 PM,12:05:00 AM,bus
78,118,$50.00 ,11/3/19,DC,Philadelphia,8:22:00 AM,10:20:00 AM,train
79,175,$25.00 ,11/3/19,DC,Philadelphia,7:45:00 PM,10:40:00 PM,bus
80,205,$22.99 ,11/3/19,DC,Philadelphia,12:55:00 PM,4:20:00 PM,bus
81,175,$25.00 ,11/3/19,DC,Philadelphia,5:45:00 PM,8:40:00 PM,bus
82,200,$24.99 ,11/3/19,DC,Philadelphia,6:45:00 PM,10:05:00 PM,bus
83,112,$50.00 ,11/3/19,DC,Philadelphia,6:10:00 PM,8:02:00 PM,train
84,210,$18.40 ,11/3/19,DC,Philadelphia,1:00:00 PM,4:30:00 PM,bus
85,180,$19.99 ,11/3/19,DC,Philadelphia,11:50:00 AM,2:50:00 PM,bus
86,210,$18.40 ,11/3/19,DC,Philadelphia,1:45:00 PM,5:15:00 PM,bus
87,210,$18.40 ,11/3/19,DC,Philadelphia,6:00:00 PM,9:30:00 PM,bus
88,117,$50.00 ,11/3/19,DC,Philadelphia,7:20:00 PM,9:17:00 PM,train
89,210,$18.40 ,11/3/19,DC,Philadelphia,9:00:00 AM,12:30:00 PM,bus
90,170,$19.99 ,11/3/19,DC,Philadelphia,6:35:00 AM,9:25:00 AM,bus
91,200,$22.99 ,11/3/19,DC,Philadelphia,4:05:00 PM,7:25:00 PM,bus
92,190,$22.99 ,11/3/19,DC,Philadelphia,5:45:00 PM,8:55:00 PM,bus
93,110,$62.00 ,11/3/19,DC,Philadelphia,4:25:00 PM,6:15:00 PM,train
94,240,$15.00 ,11/3/19,DC,Philadelphia,1:25:00 PM,5:25:00 PM,bus
95,190,$19.99 ,11/3/19,DC,Philadelphia,8:35:00 AM,11:45:00 AM,bus
96,200,$25.00 ,11/3/19,DC,Philadelphia,8:30:00 PM,11:50:00 PM,bus
97,260,$15.00 ,11/3/19,DC,Philadelphia,2:55:00 PM,7:15:00 PM,bus
98,111,$62.00 ,11/3/19,DC,Philadelphia,11:25:00 AM,1:16:00 PM,train
99,180,$22.99 ,11/3/19,DC,Philadelphia,9:55:00 PM,12:55:00 AM,bus
100,200,$19.99 ,11/3/19,DC,Philadelphia,12:00:00 AM,2:20:00 AM,bus
101,200,$19.99 ,11/3/19,DC,Philadelphia,2:00:00 AM,5:20:00 AM,bus
102,111,$50.00 ,11/3/19,DC,Philadelphia,5:15:00 AM,7:06:00 AM,train
103,114,$62.00 ,11/3/19,DC,Philadelphia,8:30:00 PM,10:24:00 PM,train
104,117,$50.00 ,11/3/19,DC,Philadelphia,6:20:00 AM,8:17:00 AM,train
105,245,$15.00 ,11/3/19,DC,Philadelphia,3:50:00 AM,7:55:00 AM,bus
106,112,$62.00 ,11/3/19,DC,Philadelphia,9:25:00 AM,11:17:00 AM,train
107,116,$62.00 ,11/3/19,DC,Philadelphia,5:20:00 PM,7:16:00 PM,train
108,105,$99.00 ,11/3/19,DC,Philadelphia,5:15:00 PM,7:00:00 PM,train
109,115,$50.00 ,11/3/19,DC,Philadelphia,3:15:00 AM,5:10:00 AM,train
110,245,$15.00 ,11/3/19,DC,Philadelphia,6:35:00 AM,10:40:00 AM,bus
111,110,$79.00 ,11/3/19,DC,Philadelphia,12:25:00 PM,2:15:00 PM,train
112,119,$50.00 ,11/3/19,DC,Philadelphia,9:40:00 PM,11:39:00 PM,train
113,96,$131.00 ,11/3/19,DC,Philadelphia,4:00:00 PM,5:36:00 PM,train
114,115,$79.00 ,11/3/19,DC,Philadelphia,1:25:00 PM,3:20:00 PM,train
115,110,$79.00 ,11/3/19,DC,Philadelphia,3:15:00 PM,5:05:00 PM,train
116,116,$99.00 ,11/3/19,DC,Philadelphia,2:20:00 PM,4:16:00 PM,train
117,96,$131.00 ,11/3/19,DC,Philadelphia,3:00:00 PM,4:36:00 PM,train
118,96,$131.00 ,11/3/19,DC,Philadelphia,5:00:00 PM,6:36:00 PM,train
119,96,$131.00 ,11/3/19,DC,Philadelphia,6:00:00 PM,7:36:00 PM,train
120,96,$131.00 ,11/3/19,DC,Philadelphia,11:00:00 AM,12:36:00 PM,train
121,96,$131.00 ,11/3/19,DC,Philadelphia,1:00:00 PM,2:36:00 PM,train
122,96,$131.00 ,11/3/19,DC,Philadelphia,8:00:00 PM,9:36:00 PM,train
123,96,$131.00 ,11/3/19,DC,Philadelphia,2:00:00 PM,3:36:00 PM,train
124,98,$131.00 ,11/3/19,DC,Philadelphia,8:50:00 AM,10:28:00 AM,train
125,175,$14.00 ,10/17/19,Philadelphia,DC,9:15:00 AM,12:10:00 PM,bus
126,175,$14.00 ,10/17/19,Philadelphia,DC,2:45:00 PM,5:40:00 PM,bus
127,175,$14.00 ,10/17/19,Philadelphia,DC,5:45:00 PM,8:40:00 PM,bus
128,180,$18.99 ,10/17/19,Philadelphia,DC,10:30:00 AM,1:30:00 PM,bus
129,122,$62.00 ,10/17/19,Philadelphia,DC,5:05:00 PM,7:07:00 PM,train
130,175,$14.00 ,10/17/19,Philadelphia,DC,7:15:00 AM,10:10:00 AM,bus
131,210,$15.00 ,10/17/19,Philadelphia,DC,10:05:00 AM,1:35:00 PM,bus
132,210,$15.00 ,10/17/19,Philadelphia,DC,11:30:00 AM,3:00:00 PM,bus
133,210,$15.00 ,10/17/19,Philadelphia,DC,7:30:00 AM,11:00:00 AM,bus
134,115,$62.00 ,10/17/19,Philadelphia,DC,5:35:00 PM,7:30:00 PM,train
135,185,$18.99 ,10/17/19,Philadelphia,DC,12:00:00 PM,3:05:00 PM,bus
136,190,$16.00 ,10/17/19,Philadelphia,DC,8:00:00 PM,11:10:00 PM,bus
137,215,$15.00 ,10/17/19,Philadelphia,DC,9:30:00 AM,1:05:00 PM,bus
138,220,$15.00 ,10/17/19,Philadelphia,DC,1:05:00 PM,4:45:00 PM,bus
139,116,$62.00 ,10/17/19,Philadelphia,DC,12:02:00 PM,1:58:00 PM,train
140,210,$18.99 ,10/17/19,Philadelphia,DC,1:40:00 PM,5:10:00 PM,bus
141,230,$15.00 ,10/17/19,Philadelphia,DC,3:00:00 PM,6:50:00 PM,bus
142,210,$18.99 ,10/17/19,Philadelphia,DC,3:25:00 PM,6:55:00 PM,bus
143,185,$18.99 ,10/17/19,Philadelphia,DC,5:35:00 PM,8:40:00 PM,bus
144,109,$62.00 ,10/17/19,Philadelphia,DC,8:19:00 PM,10:08:00 PM,train
145,175,$18.99 ,10/17/19,Philadelphia,DC,10:25:00 PM,1:20:00 AM,bus
146,225,$15.00 ,10/17/19,Philadelphia,DC,9:50:00 PM,1:35:00 AM,bus
147,200,$25.00 ,10/17/19,Philadelphia,DC,6:45:00 AM,10:05:00 AM,bus
148,195,$21.99 ,10/17/19,Philadelphia,DC,6:15:00 AM,9:30:00 AM,bus
149,120,$62.00 ,10/17/19,Philadelphia,DC,7:15:00 PM,9:15:00 PM,train
150,195,$21.99 ,10/17/19,Philadelphia,DC,2:15:00 AM,5:30:00 AM,bus
151,250,$15.00 ,10/17/19,Philadelphia,DC,3:45:00 PM,7:55:00 PM,bus
152,195,$21.99 ,10/17/19,Philadelphia,DC,4:15:00 AM,7:30:00 AM,bus
153,127,$62.00 ,10/17/19,Philadelphia,DC,6:49:00 AM,8:56:00 AM,train
154,220,$18.99 ,10/17/19,Philadelphia,DC,5:45:00 AM,9:25:00 AM,bus
155,116,$99.00 ,10/17/19,Philadelphia,DC,4:54:00 PM,6:50:00 PM,train
156,118,$62.00 ,10/17/19,Philadelphia,DC,9:16:00 PM,11:14:00 PM,train
157,115,$62.00 ,10/17/19,Philadelphia,DC,10:40:00 PM,12:35:00 AM,train
158,116,$79.00 ,10/17/19,Philadelphia,DC,9:46:00 AM,11:42:00 AM,train
159,120,$99.00 ,10/17/19,Philadelphia,DC,12:35:00 PM,2:35:00 PM,train
160,117,$79.00 ,10/17/19,Philadelphia,DC,8:35:00 AM,10:32:00 AM,train
161,122,$79.00 ,10/17/19,Philadelphia,DC,11:17:00 AM,1:19:00 PM,train
162,127,$79.00 ,10/17/19,Philadelphia,DC,1:03:00 PM,3:10:00 PM,train
163,114,$99.00 ,10/17/19,Philadelphia,DC,8:54:00 AM,10:48:00 AM,train
164,119,$99.00 ,10/17/19,Philadelphia,DC,6:14:00 PM,8:13:00 PM,train
165,117,$99.00 ,10/17/19,Philadelphia,DC,7:56:00 PM,9:53:00 PM,train
166,129,$62.00 ,10/17/19,Philadelphia,DC,11:39:00 PM,1:48:00 AM,train
167,111,$99.00 ,10/17/19,Philadelphia,DC,7:33:00 AM,9:24:00 AM,train
168,119,$119.00 ,10/17/19,Philadelphia,DC,4:31:00 PM,6:30:00 PM,train
169,120,$79.00 ,10/17/19,Philadelphia,DC,5:00:00 AM,7:00:00 AM,train
170,121,$119.00 ,10/17/19,Philadelphia,DC,3:55:00 PM,5:56:00 PM,train
171,125,$119.00 ,10/17/19,Philadelphia,DC,2:17:00 PM,4:22:00 PM,train
172,110,$119.00 ,10/17/19,Philadelphia,DC,3:30:00 PM,5:20:00 PM,train
173,107,$153.00 ,10/17/19,Philadelphia,DC,8:17:00 PM,10:04:00 PM,train
174,107,$153.00 ,10/17/19,Philadelphia,DC,2:13:00 PM,4:00:00 PM,train
175,101,$153.00 ,10/17/19,Philadelphia,DC,7:20:00 AM,9:01:00 AM,train
176,103,$153.00 ,10/17/19,Philadelphia,DC,12:30:00 PM,2:13:00 PM,train
177,101,$153.00 ,10/17/19,Philadelphia,DC,1:16:00 PM,2:57:00 PM,train
178,102,$131.00 ,10/17/19,Philadelphia,DC,9:33:00 PM,11:15:00 PM,train
179,100,$176.00 ,10/17/19,Philadelphia,DC,9:16:00 AM,10:56:00 AM,train
180,99,$131.00 ,10/17/19,Philadelphia,DC,10:20:00 PM,11:59:00 PM,train
181,106,$224.00 ,10/17/19,Philadelphia,DC,5:14:00 PM,7:00:00 PM,train
182,105,$153.00 ,10/17/19,Philadelphia,DC,11:15:00 AM,1:00:00 PM,train
183,106,$224.00 ,10/17/19,Philadelphia,DC,4:18:00 PM,6:04:00 PM,train
184,104,$176.00 ,10/17/19,Philadelphia,DC,10:15:00 AM,11:59:00 AM,train
185,105,$224.00 ,10/17/19,Philadelphia,DC,6:13:00 PM,7:58:00 PM,train
186,99,$224.00 ,10/17/19,Philadelphia,DC,8:20:00 AM,9:59:00 AM,train
187,104,$224.00 ,10/17/19,Philadelphia,DC,7:14:00 PM,8:58:00 PM,train
188,104,$224.00 ,10/17/19,Philadelphia,DC,3:14:00 PM,4:58:00 PM,train
189,180,$5.00 ,10/24/19,Philadelphia,DC,10:30:00 AM,1:30:00 PM,bus
190,185,$5.00 ,10/24/19,Philadelphia,DC,5:35:00 PM,8:40:00 PM,bus
191,185,$5.00 ,10/24/19,Philadelphia,DC,12:00:00 PM,3:05:00 PM,bus
192,175,$14.00 ,10/24/19,Philadelphia,DC,2:45:00 PM,5:40:00 PM,bus
193,122,$56.00 ,10/24/19,Philadelphia,DC,5:05:00 PM,7:07:00 PM,train
194,210,$5.00 ,10/24/19,Philadelphia,DC,1:40:00 PM,5:10:00 PM,bus
195,210,$5.00 ,10/24/19,Philadelphia,DC,3:25:00 PM,6:55:00 PM,bus
196,175,$5.00 ,10/24/19,Philadelphia,DC,10:25:00 PM,1:20:00 AM,bus
197,175,$14.00 ,10/24/19,Philadelphia,DC,7:15:00 AM,10:10:00 AM,bus
198,119,$56.00 ,10/24/19,Philadelphia,DC,4:31:00 PM,6:30:00 PM,train
199,220,$5.00 ,10/24/19,Philadelphia,DC,5:45:00 AM,9:25:00 AM,bus
200,175,$14.00 ,10/24/19,Philadelphia,DC,9:15:00 AM,12:10:00 PM,bus
201,195,$10.00 ,10/24/19,Philadelphia,DC,6:15:00 AM,9:30:00 AM,bus
202,175,$14.00 ,10/24/19,Philadelphia,DC,5:45:00 PM,8:40:00 PM,bus
203,115,$56.00 ,10/24/19,Philadelphia,DC,5:35:00 PM,7:30:00 PM,train
204,190,$14.00 ,10/24/19,Philadelphia,DC,8:00:00 PM,11:10:00 PM,bus
205,210,$14.00 ,10/24/19,Philadelphia,DC,10:05:00 AM,1:35:00 PM,bus
206,210,$14.00 ,10/24/19,Philadelphia,DC,11:30:00 AM,3:00:00 PM,bus
207,195,$19.99 ,10/24/19,Philadelphia,DC,4:15:00 AM,7:30:00 AM,bus
208,116,$99.00 ,10/24/19,Philadelphia,DC,4:54:00 PM,6:50:00 PM,train
209,210,$14.00 ,10/24/19,Philadelphia,DC,7:30:00 AM,11:00:00 AM,bus
210,220,$14.00 ,10/24/19,Philadelphia,DC,1:05:00 PM,4:45:00 PM,bus
211,215,$14.00 ,10/24/19,Philadelphia,DC,9:30:00 AM,1:05:00 PM,bus
212,195,$19.99 ,10/24/19,Philadelphia,DC,2:15:00 AM,5:30:00 AM,bus
213,119,$56.00 ,10/24/19,Philadelphia,DC,6:14:00 PM,8:13:00 PM,train
214,230,$14.00 ,10/24/19,Philadelphia,DC,3:00:00 PM,6:50:00 PM,bus
215,225,$14.00 ,10/24/19,Philadelphia,DC,9:50:00 PM,1:35:00 AM,bus
216,200,$25.00 ,10/24/19,Philadelphia,DC,6:45:00 AM,10:05:00 AM,bus
217,250,$14.00 ,10/24/19,Philadelphia,DC,3:45:00 PM,7:55:00 PM,bus
218,117,$56.00 ,10/24/19,Philadelphia,DC,7:56:00 PM,9:53:00 PM,train
219,120,$56.00 ,10/24/19,Philadelphia,DC,7:15:00 PM,9:15:00 PM,train
220,114,$62.00 ,10/24/19,Philadelphia,DC,8:54:00 AM,10:48:00 AM,train
221,117,$56.00 ,10/24/19,Philadelphia,DC,8:35:00 AM,10:32:00 AM,train
222,116,$56.00 ,10/24/19,Philadelphia,DC,12:02:00 PM,1:58:00 PM,train
223,122,$56.00 ,10/24/19,Philadelphia,DC,11:17:00 AM,1:19:00 PM,train
224,121,$79.00 ,10/24/19,Philadelphia,DC,3:55:00 PM,5:56:00 PM,train
225,125,$56.00 ,10/24/19,Philadelphia,DC,2:17:00 PM,4:22:00 PM,train
226,116,$56.00 ,10/24/19,Philadelphia,DC,9:46:00 AM,11:42:00 AM,train
227,127,$56.00 ,10/24/19,Philadelphia,DC,1:03:00 PM,3:10:00 PM,train
228,111,$62.00 ,10/24/19,Philadelphia,DC,7:33:00 AM,9:24:00 AM,train
229,127,$56.00 ,10/24/19,Philadelphia,DC,6:49:00 AM,8:56:00 AM,train
230,118,$56.00 ,10/24/19,Philadelphia,DC,9:16:00 PM,11:14:00 PM,train
231,110,$56.00 ,10/24/19,Philadelphia,DC,3:30:00 PM,5:20:00 PM,train
232,109,$56.00 ,10/24/19,Philadelphia,DC,8:19:00 PM,10:08:00 PM,train
233,120,$56.00 ,10/24/19,Philadelphia,DC,5:00:00 AM,7:00:00 AM,train
234,115,$56.00 ,10/24/19,Philadelphia,DC,10:40:00 PM,12:35:00 AM,train
235,129,$56.00 ,10/24/19,Philadelphia,DC,11:39:00 PM,1:48:00 AM,train
236,120,$99.00 ,10/24/19,Philadelphia,DC,12:35:00 PM,2:35:00 PM,train
237,107,$131.00 ,10/24/19,Philadelphia,DC,2:13:00 PM,4:00:00 PM,train
238,106,$153.00 ,10/24/19,Philadelphia,DC,5:14:00 PM,7:00:00 PM,train
239,106,$153.00 ,10/24/19,Philadelphia,DC,4:18:00 PM,6:04:00 PM,train
240,107,$131.00 ,10/24/19,Philadelphia,DC,8:17:00 PM,10:04:00 PM,train
241,105,$131.00 ,10/24/19,Philadelphia,DC,11:15:00 AM,1:00:00 PM,train
242,103,$131.00 ,10/24/19,Philadelphia,DC,12:30:00 PM,2:13:00 PM,train
243,99,$131.00 ,10/24/19,Philadelphia,DC,8:20:00 AM,9:59:00 AM,train
244,105,$224.00 ,10/24/19,Philadelphia,DC,6:13:00 PM,7:58:00 PM,train
245,101,$131.00 ,10/24/19,Philadelphia,DC,7:20:00 AM,9:01:00 AM,train
246,101,$131.00 ,10/24/19,Philadelphia,DC,1:16:00 PM,2:57:00 PM,train
247,100,$131.00 ,10/24/19,Philadelphia,DC,9:16:00 AM,10:56:00 AM,train
248,104,$176.00 ,10/24/19,Philadelphia,DC,3:14:00 PM,4:58:00 PM,train
249,104,$153.00 ,10/24/19,Philadelphia,DC,10:15:00 AM,11:59:00 AM,train
250,104,$176.00 ,10/24/19,Philadelphia,DC,7:14:00 PM,8:58:00 PM,train
251,99,$131.00 ,10/24/19,Philadelphia,DC,10:20:00 PM,11:59:00 PM,train
252,102,$131.00 ,10/24/19,Philadelphia,DC,9:33:00 PM,11:15:00 PM,train
253,180,$15.00 ,11/3/19,DC,Philadelphia,12:30:00 PM,3:30:00 PM,bus
254,170,$15.00 ,11/3/19,DC,Philadelphia,6:00:00 PM,8:50:00 PM,bus
255,185,$15.00 ,11/3/19,DC,Philadelphia,9:35:00 AM,12:40:00 PM,bus
256,200,$15.00 ,11/3/19,DC,Philadelphia,3:00:00 PM,6:20:00 PM,bus
257,107,$50.00 ,11/3/19,DC,Philadelphia,7:30:00 AM,9:17:00 AM,train
258,205,$15.00 ,11/3/19,DC,Philadelphia,10:30:00 AM,1:55:00 PM,bus
259,175,$25.00 ,11/3/19,DC,Philadelphia,9:15:00 AM,12:10:00 PM,bus
260,205,$15.00 ,11/3/19,DC,Philadelphia,7:30:00 AM,10:55:00 AM,bus
261,205,$15.00 ,11/3/19,DC,Philadelphia,5:55:00 PM,9:20:00 PM,bus
262,115,$50.00 ,11/3/19,DC,Philadelphia,10:20:00 AM,12:15:00 PM,train
263,175,$25.00 ,11/3/19,DC,Philadelphia,12:30:00 PM,3:25:00 PM,bus
264,175,$25.00 ,11/3/19,DC,Philadelphia,2:30:00 PM,5:25:00 PM,bus
265,175,$25.00 ,11/3/19,DC,Philadelphia,7:15:00 AM,10:10:00 AM,bus
266,210,$15.00 ,11/3/19,DC,Philadelphia,8:35:00 PM,12:05:00 AM,bus
267,118,$50.00 ,11/3/19,DC,Philadelphia,8:22:00 AM,10:20:00 AM,train
268,175,$25.00 ,11/3/19,DC,Philadelphia,7:45:00 PM,10:40:00 PM,bus
269,205,$22.99 ,11/3/19,DC,Philadelphia,12:55:00 PM,4:20:00 PM,bus
270,175,$25.00 ,11/3/19,DC,Philadelphia,5:45:00 PM,8:40:00 PM,bus
271,200,$24.99 ,11/3/19,DC,Philadelphia,6:45:00 PM,10:05:00 PM,bus
272,112,$50.00 ,11/3/19,DC,Philadelphia,6:10:00 PM,8:02:00 PM,train
273,210,$18.40 ,11/3/19,DC,Philadelphia,1:00:00 PM,4:30:00 PM,bus
274,180,$19.99 ,11/3/19,DC,Philadelphia,11:50:00 AM,2:50:00 PM,bus
275,210,$18.40 ,11/3/19,DC,Philadelphia,1:45:00 PM,5:15:00 PM,bus
276,210,$18.40 ,11/3/19,DC,Philadelphia,6:00:00 PM,9:30:00 PM,bus
277,117,$50.00 ,11/3/19,DC,Philadelphia,7:20:00 PM,9:17:00 PM,train
278,210,$18.40 ,11/3/19,DC,Philadelphia,9:00:00 AM,12:30:00 PM,bus
279,170,$19.99 ,11/3/19,DC,Philadelphia,6:35:00 AM,9:25:00 AM,bus
280,200,$22.99 ,11/3/19,DC,Philadelphia,4:05:00 PM,7:25:00 PM,bus
281,190,$22.99 ,11/3/19,DC,Philadelphia,5:45:00 PM,8:55:00 PM,bus
282,110,$62.00 ,11/3/19,DC,Philadelphia,4:25:00 PM,6:15:00 PM,train
283,240,$15.00 ,11/3/19,DC,Philadelphia,1:25:00 PM,5:25:00 PM,bus
284,190,$19.99 ,11/3/19,DC,Philadelphia,8:35:00 AM,11:45:00 AM,bus
285,200,$25.00 ,11/3/19,DC,Philadelphia,8:30:00 PM,11:50:00 PM,bus
286,260,$15.00 ,11/3/19,DC,Philadelphia,2:55:00 PM,7:15:00 PM,bus
287,111,$62.00 ,11/3/19,DC,Philadelphia,11:25:00 AM,1:16:00 PM,train
288,180,$22.99 ,11/3/19,DC,Philadelphia,9:55:00 PM,12:55:00 AM,bus
289,200,$19.99 ,11/3/19,DC,Philadelphia,12:00:00 AM,2:20:00 AM,bus
290,200,$19.99 ,11/3/19,DC,Philadelphia,2:00:00 AM,5:20:00 AM,bus
291,111,$50.00 ,11/3/19,DC,Philadelphia,5:15:00 AM,7:06:00 AM,train
292,114,$62.00 ,11/3/19,DC,Philadelphia,8:30:00 PM,10:24:00 PM,train
293,117,$50.00 ,11/3/19,DC,Philadelphia,6:20:00 AM,8:17:00 AM,train
294,245,$15.00 ,11/3/19,DC,Philadelphia,3:50:00 AM,7:55:00 AM,bus
295,112,$62.00 ,11/3/19,DC,Philadelphia,9:25:00 AM,11:17:00 AM,train
296,116,$62.00 ,11/3/19,DC,Philadelphia,5:20:00 PM,7:16:00 PM,train
297,105,$99.00 ,11/3/19,DC,Philadelphia,5:15:00 PM,7:00:00 PM,train
298,115,$50.00 ,11/3/19,DC,Philadelphia,3:15:00 AM,5:10:00 AM,train
299,245,$15.00 ,11/3/19,DC,Philadelphia,6:35:00 AM,10:40:00 AM,bus
300,110,$79.00 ,11/3/19,DC,Philadelphia,12:25:00 PM,2:15:00 PM,train
301,119,$50.00 ,11/3/19,DC,Philadelphia,9:40:00 PM,11:39:00 PM,train
302,96,$131.00 ,11/3/19,DC,Philadelphia,4:00:00 PM,5:36:00 PM,train
